student_id,attendance_rate,homework_completion,test_score,participation,previous_gpa,at_risk
47,0.9199102455713535,0.8012303482643575,77.83958728857051,4,3.6245907113108298,false
48,0.756750336273374,1.0,93.049079440798,8,3.7208921968778017,false
49,0.9031763414963236,0.3134936737613637,56.964881318588745,8,2.467051198921147,true
50,1.0,1.0,86.33167545967316,7,3.38852966125003,false
51,0.7689353914783933,0.9021956653273236,74.18864110322905,3,3.4735363302616156,false
52,0.9042930525495724,0.9018718181860985,68.78863865039527,4,2.5239360735199385,false
53,0.6798237770280415,1.0,85.6614020213192,6,3.001154601504583,true
54,1.0,0.9047266834276013,61.57757331553944,7,2.4651761551406635,true
55,1.0,1.0,100.0,4,2.973277020819233,false
56,1.0,0.8661008982121396,77.46639851125451,2,1.7491310044289798,false
57,0.7962454641712963,1.0,67.09960161460728,1,2.6539688392058842,false
58,0.9295029397689005,0.5060126679828554,75.32055071336045,9,3.759246850879315,true
59,0.8184265886602509,0.3502558027349441,86.175497397937,10,3.6980130766473653,true
60,0.8192310490927237,0.8214819421322314,32.90519444129747,3,2.823389920326467,true
61,1.0,0.9393271497946022,69.35555318127578,7,2.4489218749391526,false
62,0.7658431124161914,0.7747037239248961,65.85318666833359,3,2.8652772764907413,false
63,0.833637165941943,0.790437479431842,64.27126528148945,4,2.8655123204267743,true
64,0.7687898310236255,0.5325581806462876,67.95481305259777,9,3.6803888359830332,true
65,0.5586122405098937,0.7664987622061821,69.74335026251374,7,3.0407440711286076,true
66,0.7032678341558715,1.0,69.9012838058191,7,2.4448436183806765,false
67,0.8656037045331731,0.754393969605312,48.94266182194758,4,1.8583853431413266,true
68,0.8376488960714784,0.6955293811247647,83.52822458628158,1,2.556930403815587,false
69,0.7958483844528932,0.7052757461535578,65.44144819124753,2,2.8781802881330356,false
70,0.9063385389259029,0.751126544984801,77.4976193198175,10,3.457963208331658,false
71,0.8825290505442775,0.7442374222498606,100.0,4,2.9825441953280385,false
72,0.6720283630770935,0.6551622898329943,73.77526694680911,8,3.1718924695592,true
73,0.7704942618864832,0.8404054363803369,81.51255107953088,8,2.542245599909003,false
74,0.5873850084872343,0.536168564651088,68.52044787807506,8,3.3123999597410667,true
75,0.5697781462935756,0.6746105288329353,70.71990288529473,1,2.109503809223858,true
76,0.8935380007919744,0.8595998566462988,74.63332105693601,7,4.0,false
77,0.7119678449999381,0.4320033422659761,94.14332192401261,2,1.807602233706688,true
78,0.7636650297169881,0.8743824967070465,61.99166499181465,7,3.087169139054808,true
79,0.7170959940569523,0.5703777104307964,81.62711272103037,10,1.796411092957038,true
80,0.6682902663158625,0.7310502550045413,89.37618549502164,5,3.9550716227522127,true
81,0.7645633532814645,0.7019445779909067,78.27945191952732,10,3.374830156600576,false
82,0.6110564176456397,0.9652557145158496,72.11633089685296,10,3.039057098906899,true
83,0.6670297365146993,0.9114570355669324,83.45216920013218,8,2.9625916429091963,true
84,0.6918176339752253,0.9658196470199952,80.36912219825345,5,3.395000763309456,true
85,0.8031680361267358,0.5185628677879809,51.29077015160131,8,2.3480973877917286,true
86,0.8202773932943929,0.4271771201710077,72.73270126720028,6,2.4581300206377454,true
87,0.9910954681687161,0.9456474253380349,86.29682199149835,4,2.792019322646577,false
88,0.5206425784658082,1.0,90.07779638171209,1,1.429911187537074,true
89,0.9193427224564698,0.5630872346362186,78.44296943040112,8,3.1849712640876997,true
90,0.7682502041336114,0.7992637814938002,57.48341304862083,6,1.7722136033377338,true
91,0.5154609593098283,1.0,66.32716936709164,3,3.636329537846556,true
92,0.6720419316446167,0.5807802469864624,68.85600562909576,6,2.4925355773344267,true
93,0.7396257559980789,0.6739989568952048,85.82010214998508,9,3.2976750453490387,false
94,0.7788889445824791,0.7489916881671282,90.49658066287955,5,3.2722495100859654,false
95,0.8634051120353541,0.6351455234196437,61.20913687593348,2,3.378796658288676,true
96,0.6101946431189266,0.793444019162621,67.46512489439242,5,2.24587844582655,true
97,0.6148414975606603,0.940352210541575,97.79407464017153,1,3.007373919473647,true
98,0.8982290459130237,0.8377006006774875,61.05132975068326,8,3.2394192951628153,true
99,0.8997286141598934,0.5209099662735851,78.36955972423705,10,3.5432476554381713,true
100,0.767289682158905,0.9376909012436005,62.96667915997378,3,2.8662020708884053,true
